"Dataset","Species","Forced.Fire","Forced.No.Fire","Forced.Simpler.Mod","Discard.Later","One.Top.Mod"
"88","HODI","NA","No","Yes","NA","No"
"88","LIBO","NA","No","NA","NA","No"
"88","MANE","NA","No","NA","NA","No"
"88","MEFE","NA","No","NA","NA","No"
"88","OPHO","NA","No","NA","NA","Yes"
"88","PAMY","No","NA","NA","NA","Yes"
"88","POMU","NA","No","NA","NA","No"
"88","PTAQ","NA","No","NA","NA","No"
"88","RULA","NA","No","NA","NA","No"
"88","RUPA","NA","No","NA","NA","No"
"88","RUPE","NA","No","NA","NA","No"
"88","RUSP","NA","No","NA","NA","No"
"88","SOSI","NA","No","NA","NA","No"
"88","SPBE","NA","Yes","NA","NA","No"
"88","TITR","NA","No","NA","NA","No"
"88","TRBO","NA","No","NA","NA","No"
"88","VAME","No","NA","Yes","NA","Yes"
"88","VASI","NA","No","NA","NA","No"
"89","ACCI","NA","No","NA","NA","No"
"89","ACGL","NA","No","NA","NA","No"
"89","ACMI","No","NA","NA","NA","No"
"89","AMAL","NA","No","NA","NA","No"
"89","ARUV","No","NA","NA","NA","No"
"89","ATFI","NA","No","NA","NA","No"
"89","CAME","NA","No","NA","NA","No"
"89","CARU","No","NA","NA","NA","Yes"
"89","CEVE","No","NA","NA","NA","Yes"
"89","CHUM","NA","No","NA","NA","No"
"89","CLUN","NA","No","NA","NA","No"
"89","COCA","NA","No","NA","NA","No"
"89","EPAN","No","NA","NA","NA","Yes"
"89","GAOV","NA","No","NA","NA","No"
"89","GASH","NA","No","NA","NA","No"
"89","GOOB","NA","No","NA","NA","No"
"89","GYDR","NA","No","NA","NA","No"
"89","HIAL","NA","No","NA","NA","No"
"89","HODI","NA","No","Yes","NA","No"
"89","LIBO","NA","No","NA","NA","No"
"89","MANE","NA","No","NA","NA","No"
"89","MEFE","NA","No","NA","NA","No"
"89","OPHO","NA","No","NA","NA","Yes"
"89","PAMY","No","NA","NA","NA","Yes"
"89","POMU","NA","No","NA","NA","No"
"89","PTAQ","NA","No","NA","NA","No"
"89","RULA","NA","No","NA","NA","No"
"89","RUPA","NA","No","NA","NA","No"
"89","RUPE","NA","No","NA","NA","No"
"89","RUSP","NA","No","NA","NA","No"
"89","SOSI","NA","No","NA","NA","No"
"89","SPBE","NA","No","NA","NA","No"
"89","TITR","NA","No","NA","NA","No"
"89","TRBO","NA","No","NA","Yes","NA"
"89","VAME","No","NA","Yes","NA","Yes"
"89","VASI","NA","No","NA","NA","No"
"90","ACCI","NA","No","NA","NA","No"
"90","ACGL","NA","No","NA","NA","No"
"90","ACMI","No","NA","NA","NA","No"
"90","AMAL","NA","No","NA","NA","No"
"90","ARUV","No","NA","NA","NA","No"
"90","ATFI","NA","No","NA","NA","No"
"90","CAME","NA","No","NA","Yes","NA"
"90","CARU","Yes","NA","NA","NA","No"
"90","CEVE","No","NA","NA","NA","No"
"90","CHUM","NA","No","NA","NA","No"
"90","CLUN","NA","No","NA","NA","No"
"90","COCA","NA","No","NA","NA","No"
"90","EPAN","No","NA","NA","NA","Yes"
"90","GAOV","NA","No","NA","NA","No"
"90","GASH","NA","No","NA","NA","No"
"90","GOOB","NA","No","NA","NA","No"
"90","GYDR","NA","No","NA","NA","No"
"90","HIAL","NA","No","NA","NA","No"
"90","HODI","NA","No","Yes","NA","No"
"90","LIBO","NA","No","NA","NA","No"
"90","MANE","NA","No","NA","NA","No"
"90","MEFE","NA","No","NA","NA","No"
"90","OPHO","NA","No","NA","NA","No"
"90","PAMY","No","NA","NA","NA","Yes"
"90","POMU","NA","No","NA","NA","No"
"90","PTAQ","NA","No","NA","NA","No"
"90","RULA","NA","No","NA","NA","No"
"90","RUPA","NA","No","NA","NA","No"
"90","RUPE","NA","No","NA","NA","No"
"90","RUSP","NA","No","NA","NA","No"
"90","SOSI","NA","No","NA","NA","No"
"90","SPBE","NA","No","NA","NA","No"
"90","TITR","NA","No","NA","NA","No"
"90","TRBO","NA","No","NA","NA","No"
"90","VAME","No","NA","Yes","NA","Yes"
"90","VASI","NA","No","NA","NA","No"
"91","ACCI","NA","No","NA","NA","No"
"91","ACGL","NA","No","NA","NA","No"
"91","ACMI","No","NA","NA","NA","No"
"91","AMAL","NA","No","NA","NA","No"
"91","ARUV","No","NA","NA","NA","No"
"91","ATFI","NA","No","NA","NA","No"
"91","CAME","NA","No","NA","NA","No"
"91","CARU","No","NA","NA","NA","Yes"
"91","CEVE","No","NA","NA","NA","Yes"
"91","CHUM","NA","No","NA","NA","No"
"91","CLUN","NA","No","NA","NA","No"
"91","COCA","NA","No","NA","NA","No"
"91","EPAN","No","NA","NA","NA","No"
"91","GAOV","NA","No","NA","NA","No"
"91","GASH","NA","No","NA","NA","No"
"91","GOOB","NA","No","NA","NA","No"
"91","GYDR","NA","No","NA","NA","No"
"91","HIAL","NA","No","NA","NA","No"
"91","HODI","NA","No","Yes","NA","No"
"91","LIBO","NA","No","NA","NA","No"
"91","MANE","NA","No","NA","NA","No"
"91","MEFE","NA","No","NA","NA","No"
"91","OPHO","NA","No","NA","NA","No"
"91","PAMY","No","NA","NA","NA","No"
"91","POMU","NA","No","NA","NA","No"
"91","PTAQ","NA","No","NA","NA","No"
"91","RULA","NA","No","NA","NA","No"
"91","RUPA","NA","No","NA","NA","No"
"91","RUPE","NA","No","NA","NA","No"
"91","RUSP","NA","No","NA","NA","No"
"91","SOSI","NA","No","NA","NA","No"
"91","SPBE","NA","Yes","NA","NA","No"
"91","TITR","NA","No","NA","NA","No"
"91","TRBO","NA","No","NA","Yes","NA"
"91","VAME","No","NA","Yes","NA","Yes"
"91","VASI","NA","No","NA","NA","No"
"92","ACCI","NA","No","NA","NA","No"
"92","ACGL","NA","No","NA","NA","No"
"92","ACMI","No","NA","NA","NA","No"
"92","AMAL","NA","Yes","NA","NA","No"
"92","ARUV","No","NA","NA","NA","No"
"92","ATFI","NA","No","NA","NA","No"
"92","CAME","NA","No","NA","NA","No"
"92","CARU","Yes","NA","NA","NA","Yes"
"92","CEVE","No","NA","NA","NA","No"
"92","CHUM","NA","No","NA","NA","No"
"92","CLUN","NA","No","NA","NA","No"
"92","COCA","NA","No","NA","NA","No"
"92","EPAN","No","NA","NA","NA","Yes"
"92","GAOV","NA","No","NA","NA","No"
"92","GASH","NA","No","NA","NA","No"
"92","GOOB","NA","No","NA","NA","No"
"92","GYDR","NA","No","NA","NA","No"
"92","HIAL","NA","No","NA","NA","No"
"92","HODI","NA","No","Yes","NA","No"
"92","LIBO","NA","No","NA","NA","No"
"92","MANE","NA","No","NA","NA","No"
"92","MEFE","NA","No","NA","NA","No"
"92","OPHO","NA","No","NA","NA","Yes"
"92","PAMY","No","NA","NA","NA","Yes"
"92","POMU","NA","No","NA","NA","No"
"92","PTAQ","NA","No","NA","NA","No"
"92","RULA","NA","No","NA","NA","No"
"92","RUPA","NA","No","NA","NA","No"
"92","RUPE","NA","No","NA","NA","No"
"92","RUSP","NA","No","NA","NA","No"
"92","SOSI","NA","No","NA","NA","No"
"92","SPBE","NA","No","NA","NA","No"
"92","TITR","NA","No","NA","NA","No"
"92","TRBO","NA","No","NA","NA","No"
"92","VAME","No","NA","Yes","NA","Yes"
"92","VASI","NA","No","NA","NA","No"
"93","ACCI","NA","No","NA","NA","No"
"93","ACGL","NA","No","NA","NA","No"
"93","ACMI","No","NA","NA","NA","No"
"93","AMAL","NA","No","NA","NA","No"
"93","ARUV","No","NA","NA","NA","No"
"93","ATFI","NA","No","NA","NA","No"
"93","CAME","NA","No","NA","NA","No"
"93","CARU","No","NA","NA","NA","Yes"
"93","CEVE","No","NA","NA","NA","Yes"
"93","CHUM","NA","No","NA","NA","No"
"93","CLUN","NA","No","NA","NA","No"
"93","COCA","NA","No","NA","NA","No"
"93","EPAN","No","NA","NA","NA","No"
"93","GAOV","NA","No","NA","NA","No"
"93","GASH","NA","No","NA","NA","No"
"93","GOOB","NA","No","NA","NA","No"
"93","GYDR","NA","No","NA","NA","No"
"93","HIAL","NA","No","NA","NA","No"
"93","HODI","NA","No","Yes","NA","No"
"93","LIBO","NA","No","NA","NA","No"
"93","MANE","NA","No","NA","NA","No"
"93","MEFE","NA","No","NA","NA","No"
"93","OPHO","NA","No","NA","NA","No"
"93","PAMY","No","NA","NA","NA","Yes"
"93","POMU","NA","No","NA","NA","No"
"93","PTAQ","NA","No","NA","NA","No"
"93","RULA","NA","No","NA","NA","No"
"93","RUPA","NA","No","NA","NA","No"
"93","RUPE","NA","No","NA","NA","No"
"93","RUSP","NA","No","NA","NA","No"
"93","SOSI","NA","No","NA","NA","No"
"93","SPBE","NA","No","NA","NA","No"
"93","TITR","NA","No","NA","NA","No"
"93","TRBO","NA","No","NA","Yes","NA"
"93","VAME","No","NA","Yes","NA","Yes"
"93","VASI","NA","No","NA","NA","No"
"94","ACCI","NA","No","NA","NA","No"
"94","ACGL","NA","No","NA","NA","No"
"94","ACMI","No","NA","NA","NA","No"
"94","AMAL","NA","Yes","NA","NA","No"
"94","ARUV","No","NA","NA","NA","No"
"94","ATFI","NA","No","NA","NA","No"
"94","CAME","NA","No","NA","Yes","NA"
"94","CARU","Yes","NA","NA","NA","No"
"94","CEVE","No","NA","NA","NA","Yes"
"94","CHUM","NA","No","NA","NA","No"
"94","CLUN","NA","No","NA","NA","No"
"94","COCA","NA","No","NA","NA","No"
"94","EPAN","No","NA","NA","NA","Yes"
"94","GAOV","NA","No","NA","NA","No"
"94","GASH","NA","No","NA","NA","No"
"94","GOOB","NA","No","NA","NA","No"
"94","GYDR","NA","No","NA","NA","No"
"94","HIAL","NA","No","NA","NA","No"
"94","HODI","NA","No","Yes","NA","No"
"94","LIBO","NA","No","NA","NA","No"
"94","MANE","NA","No","NA","NA","No"
"94","MEFE","NA","No","NA","NA","No"
"94","OPHO","NA","No","NA","NA","Yes"
"94","PAMY","No","NA","NA","NA","Yes"
"94","POMU","NA","No","NA","NA","No"
"94","PTAQ","NA","No","NA","NA","No"
"94","RULA","NA","No","NA","NA","No"
"94","RUPA","NA","No","NA","NA","No"
"94","RUPE","NA","No","NA","NA","No"
"94","RUSP","NA","No","NA","NA","No"
"94","SOSI","NA","No","NA","NA","No"
"94","SPBE","NA","No","NA","NA","No"
"94","TITR","NA","No","NA","NA","No"
"94","TRBO","NA","No","NA","NA","No"
"94","VAME","No","NA","Yes","NA","Yes"
"94","VASI","NA","No","NA","NA","No"
"95","ACCI","NA","No","NA","NA","No"
"95","ACGL","NA","No","NA","NA","No"
"95","ACMI","No","NA","NA","NA","No"
"95","AMAL","NA","Yes","NA","NA","No"
"95","ARUV","No","NA","NA","NA","No"
"95","ATFI","NA","No","NA","NA","No"
"95","CAME","NA","No","NA","NA","No"
"95","CARU","No","NA","NA","NA","No"
"95","CEVE","No","NA","NA","NA","Yes"
"95","CHUM","NA","No","NA","NA","No"
"95","CLUN","NA","No","NA","NA","No"
"95","COCA","NA","No","NA","NA","No"
"95","EPAN","No","NA","NA","NA","No"
"95","GAOV","NA","No","NA","NA","No"
"95","GASH","NA","No","NA","NA","No"
"95","GOOB","NA","No","NA","NA","No"
"95","GYDR","NA","No","NA","NA","No"
"95","HIAL","NA","No","NA","NA","No"
"95","HODI","NA","No","Yes","NA","No"
"95","LIBO","NA","No","NA","NA","No"
"95","MANE","NA","No","NA","NA","No"
"95","MEFE","NA","No","NA","NA","No"
"95","OPHO","NA","No","NA","NA","No"
"95","PAMY","No","NA","NA","NA","Yes"
"95","POMU","NA","No","NA","NA","No"
"95","PTAQ","NA","No","NA","NA","No"
"95","RULA","NA","No","NA","NA","No"
"95","RUPA","NA","No","NA","NA","No"
"95","RUPE","NA","No","NA","NA","No"
"95","RUSP","NA","No","NA","NA","No"
"95","SOSI","NA","No","NA","NA","No"
"95","SPBE","NA","No","NA","NA","No"
"95","TITR","NA","No","NA","NA","No"
"95","TRBO","NA","No","NA","NA","No"
"95","VAME","No","NA","Yes","NA","Yes"
"95","VASI","NA","No","NA","NA","No"
"96","ACCI","NA","No","NA","NA","No"
"96","ACGL","NA","No","NA","NA","No"
"96","ACMI","No","NA","NA","NA","No"
"96","AMAL","NA","No","NA","NA","No"
"96","ARUV","No","NA","NA","NA","No"
"96","ATFI","NA","No","NA","NA","No"
"96","CAME","NA","No","NA","NA","No"
"96","CARU","No","NA","NA","NA","Yes"
"96","CEVE","No","NA","NA","NA","No"
"96","CHUM","NA","No","NA","NA","No"
"96","CLUN","NA","No","NA","NA","No"
"96","COCA","NA","No","NA","NA","No"
"96","EPAN","No","NA","NA","NA","Yes"
"96","GAOV","NA","No","NA","NA","No"
"96","GASH","NA","No","NA","NA","No"
"96","GOOB","NA","No","NA","NA","No"
"96","GYDR","NA","No","NA","NA","No"
"96","HIAL","NA","No","NA","NA","No"
"96","HODI","NA","No","Yes","NA","No"
"96","LIBO","NA","No","NA","NA","No"
"96","MANE","NA","No","NA","NA","No"
"96","MEFE","NA","No","NA","NA","No"
"96","OPHO","NA","No","NA","NA","No"
"96","PAMY","No","NA","NA","NA","Yes"
"96","POMU","NA","No","NA","NA","No"
"96","PTAQ","NA","No","NA","NA","No"
"96","RULA","NA","No","NA","NA","No"
"96","RUPA","NA","No","NA","NA","No"
"96","RUPE","NA","No","NA","NA","No"
"96","RUSP","NA","No","NA","NA","No"
"96","SOSI","NA","No","NA","NA","No"
"96","SPBE","NA","Yes","NA","NA","No"
"96","TITR","NA","No","NA","NA","No"
"96","TRBO","NA","No","NA","Yes","NA"
"96","VAME","No","NA","Yes","NA","Yes"
"96","VASI","NA","No","NA","NA","No"
"97","ACCI","NA","No","NA","NA","No"
"97","ACGL","NA","No","NA","NA","No"
"97","ACMI","No","NA","NA","NA","No"
"97","AMAL","NA","No","NA","NA","No"
"97","ARUV","No","NA","NA","NA","No"
"97","ATFI","NA","No","NA","NA","No"
"97","CAME","NA","No","NA","NA","No"
"97","CARU","No","NA","NA","NA","Yes"
"97","CEVE","No","NA","NA","NA","Yes"
"97","CHUM","NA","No","NA","NA","No"
"97","CLUN","NA","No","NA","NA","No"
"97","COCA","NA","No","NA","NA","No"
"97","EPAN","No","NA","NA","NA","Yes"
"97","GAOV","NA","No","NA","NA","No"
"97","GASH","NA","No","NA","NA","No"
"97","GOOB","NA","No","NA","NA","No"
"97","GYDR","NA","No","NA","NA","No"
"97","HIAL","NA","No","NA","NA","No"
"97","HODI","NA","No","Yes","NA","No"
"97","LIBO","NA","No","NA","NA","No"
"97","MANE","NA","No","NA","NA","No"
"97","MEFE","NA","No","NA","NA","No"
"97","OPHO","NA","No","NA","NA","Yes"
"97","PAMY","No","NA","NA","NA","Yes"
"97","POMU","NA","No","NA","NA","No"
"97","PTAQ","NA","No","NA","NA","No"
"97","RULA","NA","No","NA","NA","No"
"97","RUPA","NA","No","NA","NA","No"
"97","RUPE","NA","No","NA","NA","No"
"97","RUSP","NA","No","NA","NA","No"
"97","SOSI","NA","No","NA","NA","No"
"97","SPBE","NA","Yes","NA","NA","No"
"97","TITR","NA","No","NA","NA","No"
"97","TRBO","NA","No","NA","Yes","NA"
"97","VAME","No","NA","Yes","NA","Yes"
"97","VASI","NA","No","NA","NA","No"
"98","ACCI","NA","No","NA","NA","No"
"98","ACGL","NA","No","NA","NA","No"
"98","ACMI","No","NA","NA","NA","No"
"98","AMAL","NA","No","NA","NA","No"
"98","ARUV","No","NA","NA","NA","No"
"98","ATFI","NA","No","NA","NA","No"
"98","CAME","NA","No","NA","NA","No"
"98","CARU","No","NA","NA","NA","No"
"98","CEVE","No","NA","NA","NA","No"
"98","CHUM","NA","No","NA","NA","No"
"98","CLUN","NA","No","NA","NA","No"
"98","COCA","NA","No","NA","NA","No"
"98","EPAN","No","NA","NA","NA","No"
"98","GAOV","NA","No","NA","NA","No"
"98","GASH","NA","No","NA","NA","No"
"98","GOOB","NA","No","NA","NA","No"
"98","GYDR","NA","No","NA","NA","No"
"98","HIAL","NA","No","NA","NA","No"
"98","HODI","NA","No","Yes","NA","No"
"98","LIBO","NA","No","NA","NA","No"
"98","MANE","NA","No","NA","NA","No"
"98","MEFE","NA","No","NA","NA","No"
"98","OPHO","NA","No","NA","NA","No"
"98","PAMY","No","NA","NA","NA","Yes"
"98","POMU","NA","No","NA","NA","No"
"98","PTAQ","NA","No","NA","NA","No"
"98","RULA","NA","No","NA","NA","No"
"98","RUPA","NA","No","NA","NA","No"
"98","RUPE","NA","No","NA","NA","No"
"98","RUSP","NA","No","NA","NA","No"
"98","SOSI","NA","No","NA","NA","No"
"98","SPBE","NA","Yes","NA","NA","No"
"98","TITR","NA","No","NA","NA","No"
"98","TRBO","NA","No","NA","Yes","NA"
"98","VAME","No","NA","Yes","NA","Yes"
"98","VASI","NA","No","NA","NA","No"
"99","ACCI","NA","No","NA","NA","No"
"99","ACGL","NA","No","NA","NA","No"
"99","ACMI","No","NA","NA","NA","No"
"99","AMAL","NA","No","NA","NA","No"
"99","ARUV","No","NA","NA","NA","Yes"
"99","ATFI","NA","No","NA","NA","No"
"99","CAME","NA","No","NA","NA","No"
"99","CARU","No","NA","NA","NA","No"
"99","CEVE","No","NA","NA","NA","Yes"
"99","CHUM","NA","No","NA","NA","No"
"99","CLUN","NA","No","NA","NA","No"
"99","COCA","NA","No","NA","NA","No"
"99","EPAN","No","NA","NA","NA","No"
"99","GAOV","NA","No","NA","NA","No"
"99","GASH","NA","No","NA","NA","No"
"99","GOOB","NA","No","NA","NA","No"
"99","GYDR","NA","No","NA","NA","No"
"99","HIAL","NA","No","NA","NA","No"
"99","HODI","NA","No","Yes","NA","No"
"99","LIBO","NA","No","NA","NA","No"
"99","MANE","NA","No","NA","NA","No"
"99","MEFE","NA","No","NA","NA","No"
"99","OPHO","NA","No","NA","NA","Yes"
"99","PAMY","No","NA","NA","NA","Yes"
"99","POMU","NA","No","NA","NA","No"
"99","PTAQ","NA","No","NA","NA","No"
"99","RULA","NA","No","NA","NA","No"
"99","RUPA","NA","No","NA","NA","No"
"99","RUPE","NA","No","NA","NA","No"
"99","RUSP","NA","No","NA","NA","No"
"99","SOSI","NA","No","NA","NA","No"
"99","SPBE","NA","Yes","NA","NA","No"
"99","TITR","NA","No","NA","NA","No"
"99","TRBO","NA","No","NA","NA","No"
"99","VAME","No","NA","Yes","NA","Yes"
"99","VASI","NA","No","NA","NA","No"
"100","ACCI","NA","No","NA","NA","No"
"100","ACGL","NA","No","NA","NA","No"
"100","ACMI","No","NA","NA","NA","No"
"100","AMAL","NA","Yes","NA","NA","No"
"100","ARUV","No","NA","NA","NA","Yes"
"100","ATFI","NA","No","NA","NA","No"
"100","CAME","NA","No","NA","NA","No"
"100","CARU","No","NA","NA","NA","Yes"
"100","CEVE","No","NA","NA","NA","Yes"
"100","CHUM","NA","No","NA","NA","No"
"100","CLUN","NA","No","NA","NA","No"
"100","COCA","NA","No","NA","NA","No"
"100","EPAN","No","NA","NA","NA","No"
"100","GAOV","NA","No","NA","NA","No"
"100","GASH","NA","No","NA","NA","No"
"100","GOOB","NA","No","NA","NA","No"
"100","GYDR","NA","No","NA","NA","No"
"100","HIAL","NA","No","NA","NA","No"
"100","HODI","NA","No","Yes","NA","No"
"100","LIBO","NA","No","NA","NA","No"
"100","MANE","NA","No","NA","NA","No"
"100","MEFE","NA","No","NA","NA","No"
"100","OPHO","NA","No","NA","NA","Yes"
"100","PAMY","No","NA","NA","NA","Yes"
"100","POMU","NA","No","NA","NA","No"
"100","PTAQ","NA","No","NA","NA","No"
"100","RULA","NA","No","NA","NA","No"
"100","RUPA","NA","No","NA","NA","No"
"100","RUPE","NA","No","NA","NA","No"
"100","RUSP","NA","No","NA","NA","No"
"100","SOSI","NA","No","NA","NA","No"
"100","SPBE","NA","Yes","NA","NA","No"
"100","TITR","NA","No","NA","NA","No"
"100","TRBO","NA","No","NA","NA","No"
"100","VAME","No","NA","Yes","NA","Yes"
"100","VASI","NA","No","NA","NA","No"
